frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
283,1,0,,0.852804,0.820742,-0.032062,0.041042,-0.077394,1.104658,0.042197,-0.021130,1.460114,1.447001,0.657210,-0.145540,-0.099420,-0.000061,0.708158,-0.687062,0.099957,0.034081,-0.718553,0.226273,-0.517607,0.176206,-0.002239,-0.112662,-0.062234,0.470155,0.213795,0.943127,-0.432530,0.008232,0.119707,-0.444156,0.195447,-0.724227,0.225924,-0.019355,-0.001696,-0.083306,-0.569574,-0.213857,-0.234970,-0.254533,0.091725,-0.085627,-0.274398,0.030826,0.206621,-0.049718,0.017116,-0.110966,16.716633,50.479103,-28.945908,80.369995,-5.831730,-20.499512,-56.718845,-8.782627,-18.002359,80.925926,51.538357,26.209345,0.853946,-0.026415,0.916892,-0.073162,-0.295613,-0.234285,0.021059,0.390033,-0.297616,0.076482,0.183582,0.136232,,0.147284,,,,
284,1,0,,0.848408,0.816446,-0.031962,0.037897,-0.086432,1.119928,0.046899,-0.019447,1.481188,1.356658,0.813947,-0.145870,-0.121527,0.011372,0.719937,-0.674347,0.093345,0.039164,-0.720945,0.218329,-0.523551,0.184358,-0.011789,-0.135219,-0.057227,0.496327,0.190949,1.025434,-0.440748,-0.011286,0.117539,-0.447759,0.214339,-0.756245,0.220449,-0.030398,-0.001692,-0.088642,-0.617853,-0.179577,-0.305497,-0.233599,0.104631,-0.078374,-0.273185,0.003991,0.232694,-0.036091,0.018608,-0.133527,-13.907969,18.409330,-14.739160,78.815933,-0.924365,-9.452898,-37.711853,-4.838792,-27.056139,101.948433,54.676800,23.285883,0.936190,-0.060624,1.044379,-0.057430,-0.273834,-0.104310,-0.003401,0.380284,-0.281878,0.089300,0.181013,0.177534,,0.152547,,,,
285,1,0,,0.846168,0.812467,-0.033701,0.036568,-0.094674,1.128768,0.052031,-0.018215,1.502926,1.294277,0.899555,-0.145845,-0.141214,0.023518,0.736700,-0.656187,0.086030,0.047588,-0.719296,0.214447,-0.540414,0.187979,-0.017905,-0.158161,-0.059290,0.516347,0.172549,1.106238,-0.441560,-0.021356,0.115160,-0.447033,0.225574,-0.781316,0.236303,-0.038101,-0.001636,-0.086554,-0.657560,-0.149032,-0.369538,-0.214627,0.107386,-0.067572,-0.272263,-0.011127,0.240901,-0.048324,0.020197,-0.156525,-4.361190,19.825670,-6.458130,23.667810,-1.358810,-3.890006,-2.960863,-9.616403,-29.981129,100.346077,45.238106,22.413628,0.952788,-0.068360,0.978055,-0.042527,-0.275782,-0.091456,-0.000177,0.391461,-0.274595,0.108299,0.182491,0.186502,,0.148298,,,,
286,1,0,,0.845509,0.810550,-0.034959,0.037144,-0.097706,1.133638,0.053477,-0.015989,1.524755,1.220466,0.868732,-0.139814,-0.154947,0.039319,0.756294,-0.621518,0.078040,0.059129,-0.716703,0.224480,-0.584698,0.188547,-0.033853,-0.175967,-0.065985,0.529155,0.160789,1.166598,-0.438166,-0.026041,0.112706,-0.445927,0.231398,-0.795785,0.252222,-0.044247,-0.001591,-0.073829,-0.684101,-0.121470,-0.410304,-0.183352,0.104080,-0.053578,-0.270776,-0.006918,0.211087,-0.063676,0.010394,-0.174376,1.531873,13.763671,4.745684,9.097090,2.739092,-1.613979,-0.202830,-13.702133,-29.297682,104.334244,44.203129,20.116724,0.904909,-0.082139,0.963898,-0.035431,-0.277486,-0.074644,-0.006390,0.385462,-0.254957,0.107340,0.187122,0.210077,,0.160522,,,,
287,1,0,,0.846050,0.810133,-0.035918,0.036428,-0.099274,1.137235,0.053042,-0.013992,1.545921,1.149904,0.826623,-0.131644,-0.164308,0.056219,0.780020,-0.576773,0.068087,0.068514,-0.714599,0.234484,-0.629842,0.181130,-0.054237,-0.191394,-0.073968,0.533456,0.158200,1.214267,-0.432877,-0.032265,0.108382,-0.440973,0.235754,-0.801552,0.266907,-0.050003,-0.001585,-0.057676,-0.697764,-0.101981,-0.434247,-0.143896,0.100352,-0.039867,-0.273625,-0.001269,0.171711,-0.085777,-0.004234,-0.189808,45.977303,-5.954334,9.146790,44.928188,3.732512,-4.084623,27.862183,3.568504,-32.679790,98.984810,43.672665,15.694162,0.963840,-0.060810,1.052197,-0.052922,-0.245815,-0.117344,-0.027076,0.352500,-0.247232,0.115071,0.178536,0.214950,,0.170308,,,,
288,1,0,,0.847183,0.812717,-0.034466,0.034372,-0.100179,1.140646,0.048785,-0.012344,1.565752,1.120561,0.801858,-0.119196,-0.164921,0.075317,0.812013,-0.511865,0.054208,0.073584,-0.713474,0.244424,-0.676693,0.157731,-0.083499,-0.202058,-0.078718,0.533221,0.153276,1.259035,-0.424858,-0.036680,0.102607,-0.433959,0.238467,-0.803240,0.280599,-0.053913,-0.001606,-0.040477,-0.698142,-0.077959,-0.447022,-0.087007,0.090888,-0.029023,-0.279515,0.005957,0.126547,-0.122867,-0.029586,-0.200452,34.256001,8.044364,-2.175389,29.138639,4.053903,-1.818310,19.126223,1.246802,-29.556488,96.046387,44.367027,16.998438,0.926642,-0.065520,1.062831,-0.045784,-0.240426,-0.078512,-0.030864,0.361751,-0.232670,0.100503,0.185609,0.229081,,0.145125,,,,
289,1,0,,0.848801,0.815169,-0.033632,0.032038,-0.100080,1.144427,0.045059,-0.014595,1.582960,1.073251,0.542608,-0.110178,-0.148003,0.101670,0.878059,-0.429835,0.011263,0.076434,-0.708160,0.251718,-0.725298,0.146108,-0.114758,-0.209047,-0.081663,0.530350,0.145496,1.302352,-0.417696,-0.040646,0.097305,-0.425186,0.241425,-0.801030,0.294243,-0.056518,-0.001645,-0.028515,-0.678353,-0.043826,-0.424293,-0.012138,0.051909,-0.020870,-0.282974,0.010292,0.075732,-0.148135,-0.058240,-0.207402,45.148434,-18.424135,7.861995,43.387291,2.751515,-2.640673,36.548603,20.309849,-39.730766,97.899406,43.127663,6.034836,0.975718,-0.059517,1.134998,-0.053305,-0.206212,-0.105941,-0.053960,0.323345,-0.232092,0.109630,0.157924,0.239445,,0.152317,,,,
290,1,0,,0.850719,0.817555,-0.033164,0.028668,-0.099815,1.149327,0.041532,-0.018779,1.598872,1.056429,0.552027,-0.102879,-0.122313,0.131652,0.961145,-0.339237,-0.046227,0.078173,-0.700749,0.257688,-0.774779,0.140379,-0.147016,-0.214195,-0.082819,0.526368,0.140310,1.348766,-0.408409,-0.046984,0.091706,-0.414449,0.244980,-0.796144,0.308144,-0.058278,-0.001645,-0.020060,-0.648680,-0.008658,-0.387621,0.069172,0.000757,-0.013532,-0.286301,0.012708,0.021365,-0.167766,-0.088738,-0.212550,59.022045,7.401857,13.035017,37.331367,4.826551,-3.731610,39.815380,24.473814,-46.587456,93.435074,39.831490,-10.010160,0.943145,-0.045913,1.176056,-0.065851,-0.190506,-0.159949,-0.086463,0.348628,-0.212400,0.104159,0.138369,0.244241,,0.156878,,,,
291,1,0,,0.852730,0.820845,-0.031886,0.025580,-0.098560,1.154284,0.037463,-0.028601,1.601996,1.029431,0.551582,-0.106150,-0.085151,0.163302,1.069141,-0.247886,-0.112934,0.069531,-0.679499,0.252647,-0.809919,0.168248,-0.158946,-0.207244,-0.082821,0.522908,0.137626,1.396871,-0.395943,-0.054559,0.086611,-0.403717,0.248332,-0.789538,0.320472,-0.059464,-0.001644,-0.023329,-0.608060,0.025676,-0.327730,0.148058,-0.058374,-0.017080,-0.275782,0.004315,-0.020381,-0.152224,-0.099482,-0.205600,69.075485,3.185367,11.575513,38.980404,4.322871,-3.801537,50.362709,37.088291,-56.244709,81.875267,33.221718,-33.789677,0.952704,-0.037245,1.231458,-0.075141,-0.166133,-0.236201,-0.152540,0.339619,-0.196798,0.107623,0.094874,0.244739,,0.152634,,,,
292,1,0,,0.854555,0.824869,-0.029687,0.022764,-0.098077,1.153876,0.033180,-0.038435,1.598651,1.017844,0.619137,-0.110367,-0.044406,0.187797,1.177139,-0.158523,-0.178833,0.057051,-0.654962,0.243019,-0.838758,0.197118,-0.164905,-0.193554,-0.077507,0.519159,0.126976,1.447382,-0.377151,-0.065800,0.078872,-0.394820,0.243540,-0.785562,0.330385,-0.059824,-0.001624,-0.032860,-0.563566,0.060821,-0.270243,0.218628,-0.113033,-0.021821,-0.260142,-0.000521,-0.053196,-0.133267,-0.105081,-0.191929,62.677204,34.460960,-7.880817,37.256207,6.861405,-8.799952,-9.405067,60.997284,-52.420506,51.833488,30.720980,-6.138193,0.939524,-0.018380,1.278221,-0.104106,-0.135326,-0.321242,-0.078678,0.371973,-0.160897,0.051667,0.095004,0.239312,,0.104506,,,,
293,1,0,,0.856049,0.830363,-0.025686,0.019857,-0.097048,1.149261,0.028629,-0.048364,1.582318,1.010641,0.738509,-0.116471,0.003511,0.197967,1.285140,-0.073137,-0.243116,0.036893,-0.623850,0.224212,-0.854989,0.227977,-0.158921,-0.166376,-0.068331,0.518017,0.108756,1.496795,-0.358367,-0.076036,0.068150,-0.389978,0.229624,-0.786176,0.340545,-0.059887,-0.001615,-0.048140,-0.514506,0.089211,-0.211655,0.285230,-0.167080,-0.031257,-0.233872,-0.005412,-0.068814,-0.112568,-0.099035,-0.164761,47.596397,48.722019,6.594322,4.518260,1.382322,-4.134598,17.623785,64.344734,-56.490200,32.936184,26.968555,-33.184853,0.925222,-0.015940,1.265088,-0.099555,-0.135097,-0.379849,-0.153400,0.391299,-0.158835,0.054887,0.035327,0.242821,,0.105312,,,,
294,1,0,,0.857392,0.835872,-0.021521,0.018342,-0.095754,1.145955,0.022801,-0.057294,1.568412,0.980891,0.710364,-0.107313,0.067783,0.183594,1.385941,-0.012899,-0.272155,0.017936,-0.588404,0.208793,-0.860205,0.257435,-0.148701,-0.138058,-0.059439,0.517737,0.091744,1.533881,-0.341046,-0.086325,0.058224,-0.386276,0.213079,-0.788732,0.351020,-0.060458,-0.001618,-0.047874,-0.449954,0.091850,-0.147939,0.328147,-0.185830,-0.040288,-0.202128,-0.004286,-0.071472,-0.093585,-0.088243,-0.136440,56.451977,67.849792,6.005941,-22.911556,1.893097,-6.623731,21.164114,101.632095,-53.250797,20.509081,22.706322,-36.107700,0.933785,-0.002186,1.221534,-0.117166,-0.099230,-0.407177,-0.169144,0.415013,-0.139780,0.050340,0.040203,0.243880,,0.087541,,,,
295,1,0,,0.858865,0.841387,-0.017478,0.017971,-0.095305,1.148494,0.016366,-0.065770,1.555750,0.935351,0.666867,-0.090517,0.140243,0.156936,1.483142,0.034755,-0.283555,-0.000421,-0.550786,0.195069,-0.859907,0.286193,-0.136361,-0.109168,-0.049739,0.517649,0.074833,1.552787,-0.327958,-0.091775,0.051816,-0.378850,0.202910,-0.787756,0.358035,-0.063857,-0.001599,-0.040778,-0.377406,0.082102,-0.069645,0.362713,-0.191780,-0.052238,-0.171936,-0.007841,-0.072150,-0.071842,-0.072504,-0.107568,64.070183,87.086555,7.103858,-37.389996,-1.677221,-0.904649,45.665501,104.164986,-56.061909,33.938927,21.648439,-37.195267,0.928092,0.016689,1.168030,-0.098907,-0.075658,-0.371669,-0.204856,0.440183,-0.143696,0.067819,0.028767,0.246097,,0.071774,,,,
296,1,0,,0.860558,0.846486,-0.014072,0.017414,-0.096451,1.158107,0.013033,-0.072769,1.559945,0.933474,0.682281,-0.064751,0.219699,0.127557,1.556913,-0.013640,-0.255217,-0.005370,-0.506180,0.198964,-0.845835,0.308319,-0.128924,-0.095743,-0.037982,0.517750,0.057060,1.553425,-0.313187,-0.089397,0.047745,-0.365349,0.199290,-0.781164,0.362693,-0.064844,-0.001543,-0.026768,-0.298051,0.070497,0.003488,0.299546,-0.165820,-0.053115,-0.140832,-0.000325,-0.064671,-0.054374,-0.064080,-0.094201,45.098957,101.241364,-4.730584,-39.155212,2.842032,3.579719,-1.348775,119.398041,-41.272892,23.115503,19.713270,-27.257427,0.897786,0.019520,1.123428,-0.075308,-0.033141,-0.371953,-0.132556,0.469898,-0.111757,0.036881,0.108226,0.240313,,0.035284,,,,
297,1,0,,0.862362,0.851535,-0.010826,0.015888,-0.099407,1.173221,0.010838,-0.080019,1.564003,0.929411,0.657250,-0.038441,0.294932,0.095178,1.612546,-0.053651,-0.221364,-0.009263,-0.459982,0.202607,-0.829705,0.329342,-0.121877,-0.084032,-0.023488,0.518155,0.034438,1.538665,-0.305907,-0.077876,0.043457,-0.346652,0.197803,-0.770096,0.363307,-0.062359,-0.001507,-0.014952,-0.223224,0.060740,0.073880,0.252256,-0.143488,-0.052720,-0.113330,0.004803,-0.059609,-0.033965,-0.059518,-0.082525,41.999271,86.340584,-9.337428,-47.778461,-4.754735,8.097347,8.038802,104.747688,-45.628815,37.694168,18.909868,-29.472574,0.882469,0.038457,1.053686,-0.038068,-0.027645,-0.323386,-0.134641,0.433182,-0.139687,0.039582,0.091847,0.232398,,0.000270,,,,
298,1,0,,0.864404,0.856484,-0.007920,0.015326,-0.102333,1.189260,0.010949,-0.087797,1.567735,0.937937,0.739899,-0.011047,0.361697,0.056796,1.631871,-0.076827,-0.176490,-0.011050,-0.410603,0.205735,-0.809461,0.348158,-0.115608,-0.075746,-0.007282,0.518321,0.003510,1.506896,-0.303539,-0.058872,0.038194,-0.326731,0.191473,-0.757092,0.362053,-0.058187,-0.001493,-0.003765,-0.156623,0.053287,0.124976,0.226711,-0.117618,-0.049244,-0.083872,0.014262,-0.052369,-0.013895,-0.057421,-0.074252,41.249321,82.127563,-3.568668,-55.728386,-0.289692,11.909122,-2.392574,89.360977,-44.863495,35.433113,17.026703,-28.022121,0.870352,0.057265,0.959993,-0.001238,-0.015844,-0.313358,-0.121079,0.427124,-0.129321,0.023257,0.088861,0.226534,,-0.027040,,,,
299,1,0,,0.866687,0.859565,-0.007122,0.015544,-0.102885,1.203033,0.008795,-0.095662,1.569790,0.940943,0.710613,0.016039,0.418557,0.016998,1.627094,-0.105673,-0.126253,-0.014807,-0.365114,0.208072,-0.796304,0.369379,-0.110117,-0.069328,0.010256,0.517637,-0.035789,1.457372,-0.304689,-0.033522,0.030525,-0.309478,0.177017,-0.743557,0.356830,-0.055953,-0.001539,0.005784,-0.099079,0.052787,0.169722,0.199016,-0.092731,-0.045332,-0.055635,0.031054,-0.052747,0.012549,-0.054164,-0.067790,40.550419,37.082016,-3.530222,-51.820808,-6.910855,16.297766,-4.384560,45.819050,-44.583920,59.080780,16.439917,-13.539114,0.861428,0.077806,0.864087,0.044609,-0.053125,-0.236829,-0.086809,0.376608,-0.154311,0.008723,0.064107,0.215794,,-0.074025,,,,
300,1,0,,0.869242,0.861711,-0.007531,0.014687,-0.100933,1.216817,0.005506,-0.103568,1.571027,0.935559,1.031200,0.042972,0.470457,-0.023508,1.610251,-0.137356,-0.073334,-0.019551,-0.321573,0.210013,-0.786694,0.391803,-0.105016,-0.063847,0.026775,0.515469,-0.076498,1.392844,-0.305901,-0.012939,0.021473,-0.293148,0.161637,-0.728112,0.353124,-0.055162,-0.001630,0.016197,-0.045012,0.052990,0.217407,0.168545,-0.060395,-0.041025,-0.028424,0.048376,-0.058582,0.038679,-0.049854,-0.062217,34.147457,34.750923,0.665075,-53.919147,-3.326167,7.763336,-16.502554,67.239746,-29.297272,49.090088,19.988436,-10.064302,0.904496,0.085842,0.754168,0.032082,-0.016369,-0.249562,-0.078433,0.366700,-0.142707,-0.010217,0.098668,0.224465,,-0.106764,,,,
301,1,0,,0.871712,0.861623,-0.010090,0.010817,-0.096727,1.230867,-0.000421,-0.109707,1.567146,0.956410,1.000163,0.066474,0.508767,-0.062170,1.559570,-0.173505,-0.034296,-0.027748,-0.282269,0.208257,-0.784061,0.418092,-0.099240,-0.056101,0.043430,0.511182,-0.117877,1.316248,-0.305901,0.006793,0.010003,-0.278255,0.147642,-0.712593,0.352805,-0.054688,-0.001737,0.023044,-0.002415,0.055708,0.243322,0.132396,-0.041090,-0.037750,-0.004014,0.060615,-0.071468,0.065287,-0.044552,-0.054364,42.857510,3.460846,1.592597,-39.515640,-3.158886,12.180055,-15.112853,13.596516,-33.245071,69.017090,23.606976,-4.445433,0.955574,0.110424,0.703211,0.066653,-0.058819,-0.185238,-0.067403,0.325446,-0.142796,-0.028262,0.070731,0.237311,,-0.149870,,,,
302,1,0,,0.874029,0.860890,-0.013139,0.006644,-0.088683,1.239358,-0.006627,-0.114394,1.562265,0.969425,0.924137,0.086868,0.542519,-0.098682,1.497616,-0.204773,0.001250,-0.036226,-0.244628,0.205648,-0.783042,0.445466,-0.092576,-0.047505,0.057304,0.503922,-0.157871,1.229991,-0.304984,0.025690,-0.003044,-0.268420,0.127964,-0.698888,0.353374,-0.054259,-0.001868,0.029564,0.038598,0.059189,0.267624,0.100211,-0.024439,-0.033182,0.023791,0.077684,-0.084154,0.092092,-0.038317,-0.045638,40.822491,-10.883368,18.424164,-42.451088,1.563902,10.720190,8.024688,9.679576,-38.598919,64.450348,23.820436,-17.634813,1.037408,0.113596,0.588593,0.076860,-0.061256,-0.185079,-0.091713,0.296079,-0.129625,-0.028399,0.035631,0.239858,,-0.162379,,,,
303,1,0,,0.875996,0.858871,-0.017124,0.001946,-0.079559,1.244926,-0.013416,-0.116165,1.555336,0.977967,0.716770,0.101039,0.567155,-0.130891,1.413109,-0.226267,0.029813,-0.045266,-0.210314,0.201336,-0.785252,0.475013,-0.084132,-0.037207,0.065567,0.492624,-0.185003,1.136628,-0.298894,0.037736,-0.015745,-0.260383,0.108612,-0.687869,0.358735,-0.053773,-0.002015,0.035472,0.074531,0.054112,0.276481,0.072626,-0.007923,-0.029521,0.050068,0.092725,-0.097383,0.116278,-0.030360,-0.035193,53.223366,-11.372047,15.686655,-40.557487,4.117174,5.875882,14.869390,17.015114,-34.286686,50.854652,25.465490,-19.973394,1.120429,0.116958,0.489417,0.066015,-0.046991,-0.218275,-0.101166,0.278193,-0.107886,-0.035263,0.023128,0.255025,,-0.182251,,,,
304,1,0,,0.877361,0.856406,-0.020955,-0.005989,-0.070370,1.252203,-0.017660,-0.114290,1.550979,0.982248,0.800913,0.102867,0.588191,-0.150975,1.312942,-0.230913,0.048417,-0.051214,-0.175166,0.198983,-0.781962,0.503432,-0.075312,-0.030855,0.070692,0.480884,-0.197058,1.042226,-0.285179,0.042098,-0.029000,-0.252312,0.096376,-0.678577,0.366730,-0.053437,-0.002164,0.032175,0.107307,0.046083,0.270716,0.054266,0.006319,-0.022214,0.077146,0.102607,-0.103385,0.136702,-0.021876,-0.028691,36.313519,13.704265,1.561482,-34.284206,5.243987,1.382787,-14.420869,40.095081,-26.882393,45.555454,22.160378,-18.797146,1.209968,0.106011,0.409732,0.049467,-0.016494,-0.224713,-0.094102,0.293858,-0.080385,-0.069839,0.040131,0.258168,,-0.202997,,,,
305,1,0,,0.877971,0.853718,-0.024253,-0.013903,-0.061080,1.259485,-0.020642,-0.110583,1.547897,0.961636,0.357063,0.098517,0.607423,-0.164988,1.204943,-0.227126,0.062034,-0.055612,-0.139603,0.197611,-0.775920,0.531284,-0.066305,-0.026477,0.072209,0.470809,-0.201571,0.954002,-0.269127,0.046960,-0.039197,-0.244877,0.091299,-0.671000,0.374020,-0.052693,-0.002290,0.026308,0.136614,0.036583,0.250942,0.042001,0.015075,-0.016415,0.105274,0.106312,-0.104920,0.157264,-0.013611,-0.024188,49.132889,-8.880949,4.678922,-8.726550,4.762015,5.388045,42.840260,15.840944,-41.342388,52.559010,25.125767,-25.887890,1.291572,0.103954,0.387594,0.067237,-0.035709,-0.199483,-0.115033,0.262441,-0.064612,-0.032693,0.006361,0.270849,,-0.197626,,,,
306,1,0,,0.877871,0.850506,-0.027364,-0.019168,-0.051146,1.261328,-0.021190,-0.102461,1.547670,0.917986,0.286068,0.076860,0.627525,-0.149920,1.096942,-0.227751,0.041865,-0.057462,-0.105405,0.198620,-0.764968,0.555227,-0.060545,-0.026030,0.072135,0.462846,-0.206087,0.877055,-0.256471,0.051479,-0.044569,-0.239836,0.089391,-0.666065,0.379737,-0.050968,-0.002406,0.004725,0.164679,0.056167,0.219887,0.028720,-0.009614,-0.012894,0.134432,0.109229,-0.098902,0.175490,-0.009577,-0.023623,43.765461,21.612562,-2.609002,-14.450634,2.409029,2.174511,15.564830,37.013557,-35.577995,49.255619,24.363108,-28.413383,1.368702,0.100088,0.328669,0.062413,-0.013045,-0.209635,-0.116027,0.290923,-0.063062,-0.046167,0.017358,0.272618,,-0.213996,,,,
307,1,0,,0.877486,0.847170,-0.030316,-0.023801,-0.041675,1.262332,-0.021546,-0.093795,1.544959,0.852006,0.290679,0.055264,0.644320,-0.132148,0.988944,-0.223058,0.025734,-0.059095,-0.073666,0.198276,-0.756483,0.577544,-0.055368,-0.023939,0.069708,0.458813,-0.200585,0.814358,-0.243655,0.051109,-0.047952,-0.233862,0.089533,-0.662465,0.390615,-0.048358,-0.002476,-0.014444,0.185507,0.068437,0.174586,0.020597,-0.025375,-0.011143,0.160195,0.108743,-0.094018,0.186929,-0.007009,-0.021463,30.757637,1.841620,12.794608,4.678819,5.522742,-1.211514,42.661671,30.525070,-41.005455,49.671097,24.650322,-27.385733,1.435222,0.082010,0.334417,0.045717,-0.011495,-0.203341,-0.111681,0.273528,-0.041035,-0.028669,0.001553,0.283955,,-0.175041,,,,
308,1,0,,0.876731,0.843584,-0.033147,-0.024963,-0.034720,1.256440,-0.021563,-0.084042,1.537287,0.763125,0.208013,0.033797,0.654494,-0.108971,0.880943,-0.207716,0.017703,-0.060293,-0.046849,0.195221,-0.752942,0.596610,-0.051353,-0.018557,0.065760,0.456075,-0.188842,0.771815,-0.233865,0.053316,-0.048524,-0.226915,0.082838,-0.662604,0.403782,-0.044887,-0.002513,-0.031963,0.198419,0.079871,0.109127,0.026150,-0.035613,-0.011768,0.180065,0.112383,-0.090338,0.192828,-0.006466,-0.016044,35.438877,-6.824997,8.746854,24.812544,3.436123,4.078454,54.738869,21.431826,-43.745964,39.427395,4.140314,-27.238729,1.434273,0.079287,0.376451,0.068505,-0.011979,-0.238610,-0.104472,0.263840,-0.043468,-0.014404,-0.015660,0.260036,,-0.166783,,,,
309,1,0,,0.875541,0.840769,-0.034772,-0.024845,-0.030343,1.244248,-0.021327,-0.074803,1.522375,0.681255,0.289783,0.022915,0.649463,-0.103009,0.772944,-0.185065,0.014379,-0.059646,-0.023804,0.188972,-0.752576,0.606463,-0.042621,-0.007171,0.062594,0.455440,-0.171561,0.751008,-0.231005,0.055519,-0.048311,-0.219334,0.069905,-0.666924,0.419392,-0.040676,-0.002547,-0.039678,0.194023,0.068553,0.021936,0.045940,-0.041140,-0.011335,0.195530,0.119067,-0.085652,0.187071,-0.001945,-0.004623,22.688591,12.623848,4.446321,16.538097,1.437630,1.362668,49.505344,36.413399,-31.946285,17.572212,-6.528773,-21.707104,1.447565,0.069593,0.390183,0.060750,0.012769,-0.294786,-0.082395,0.289049,-0.055972,-0.015647,0.002913,0.256497,,-0.149200,,,,
310,1,0,,0.873441,0.838339,-0.035102,-0.025154,-0.031084,1.230829,-0.021077,-0.065816,1.503849,0.606814,0.591553,0.017331,0.636821,-0.105662,0.664943,-0.158755,0.013411,-0.058075,-0.002647,0.181124,-0.753799,0.611705,-0.031529,0.007221,0.060276,0.455429,-0.152114,0.748089,-0.231435,0.058195,-0.047733,-0.209195,0.055950,-0.677747,0.439039,-0.035822,-0.002511,-0.042945,0.181392,0.046452,-0.083146,0.072680,-0.044784,-0.010342,0.206548,0.125174,-0.076052,0.172666,0.004292,0.009732,0.432013,39.279129,-4.655382,15.504103,-2.608364,2.150062,24.723093,74.459030,-21.862806,-35.891453,-35.604942,4.233337,1.465556,0.055010,0.425504,0.067760,0.065513,-0.415647,-0.022034,0.315633,-0.068176,-0.030641,0.008866,0.208515,,-0.144545,,,,
311,1,0,,0.869867,0.836235,-0.033632,-0.024968,-0.035917,1.216684,-0.020249,-0.059375,1.488739,0.586675,0.499509,0.015233,0.632406,-0.113815,0.630860,-0.141788,-0.004538,-0.051389,0.013697,0.178113,-0.766161,0.604435,-0.013043,0.017674,0.058318,0.456171,-0.141145,0.756656,-0.232611,0.064357,-0.045381,-0.200797,0.041380,-0.700375,0.464615,-0.029337,-0.002469,-0.043085,0.176235,0.027330,-0.125796,0.090823,-0.068894,-0.006008,0.214494,0.136733,-0.065786,0.139820,0.016295,0.020142,-6.642885,33.900272,-4.618176,8.128398,-3.408483,4.674453,28.084028,30.117476,-6.238576,-32.390373,-43.610195,12.616214,1.404240,0.049346,0.441861,0.085155,0.023952,-0.459909,0.004372,0.312872,-0.071977,-0.020343,0.019118,0.226993,,-0.141877,,,,
312,1,0,,0.864315,0.834575,-0.029739,-0.024308,-0.042316,1.204431,-0.018752,-0.055356,1.473781,0.615511,0.567458,0.012121,0.629463,-0.117233,0.619524,-0.118423,-0.011716,-0.043194,0.027787,0.171657,-0.785298,0.590937,0.005510,0.027630,0.055700,0.455723,-0.136393,0.766027,-0.246771,0.079339,-0.038496,-0.199199,0.035126,-0.740401,0.497769,-0.015074,-0.002522,-0.043579,0.173740,0.019160,-0.146504,0.128348,-0.091056,-0.004698,0.226986,0.136531,-0.044897,0.093169,0.020585,0.030152,3.844611,-4.172645,8.923651,-10.481981,14.473454,20.792330,42.452900,15.091711,11.886043,-81.733574,-33.842461,25.350807,1.476365,0.052017,0.421369,0.147444,-0.003076,-0.690333,0.070572,0.269450,-0.087720,0.007356,0.049785,0.294389,,-0.120483,,,,
