frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
20,1,0,,0.896213,0.890580,-0.005633,0.018335,0.062478,-1.655004,0.011319,0.039044,-1.572975,0.059903,0.130537,-0.025788,0.129107,0.055268,0.323679,-0.249949,0.007756,0.026122,-0.171228,-0.000661,-0.410806,0.296419,0.021242,-0.029653,-0.038554,0.264407,0.035455,0.431629,-0.229135,0.034468,-0.004786,-0.256885,0.013842,-0.543404,0.355337,-0.004830,-0.012341,0.012766,-0.135300,0.019813,-0.107951,-0.020814,-0.026712,0.030907,0.085657,-0.014503,0.132599,-0.058918,0.026072,-0.017312,38.032505,-18.546669,11.504825,-4.004766,35.195312,39.350372,68.047951,-28.352825,-3.286687,0.178925,4.497282,0.270074,7.016318,-0.013169,0.056450,0.189682,-0.133839,-0.241772,0.000688,0.053089,0.035137,0.046399,0.013466,0.207956,,0.052069,,,,
21,1,0,,0.896810,0.890574,-0.006236,0.018183,0.060408,-1.656816,0.011203,0.039088,-1.572356,0.069315,0.179487,-0.025703,0.129131,0.055852,0.323562,-0.249881,0.007677,0.026091,-0.170907,-0.000010,-0.410359,0.296349,0.021267,-0.029998,-0.037450,0.258770,0.033517,0.423656,-0.224777,0.041259,-0.002412,-0.267758,0.012491,-0.550472,0.355458,-0.005198,-0.012304,0.011747,-0.129639,0.022335,-0.100094,-0.025104,-0.033581,0.028503,0.096852,-0.012502,0.140113,-0.059109,0.026465,-0.017694,45.552494,-29.605217,7.493970,-1.980392,35.116833,37.588181,39.789505,-20.146351,-3.199534,18.151737,-2.538617,-1.716627,6.914699,-0.003265,0.050762,0.202011,-0.125458,-0.174589,-0.011117,0.035433,0.037528,0.027236,0.005016,0.176286,,0.043638,,,,
22,1,0,,0.897425,0.890570,-0.006854,0.017264,0.057232,-1.656865,0.011090,0.039163,-1.571923,0.086338,0.211237,-0.025602,0.129061,0.056289,0.323235,-0.249733,0.007606,0.026046,-0.170675,0.000491,-0.409960,0.296271,0.021292,-0.030201,-0.035198,0.250575,0.033344,0.413173,-0.219358,0.046815,-0.001516,-0.272370,0.009065,-0.545853,0.346564,-0.004596,-0.012362,0.009596,-0.121515,0.022945,-0.089938,-0.030376,-0.039209,0.027562,0.101695,-0.008573,0.135893,-0.050293,0.025888,-0.017838,43.718037,-19.104090,16.512236,-15.791055,32.745998,33.989918,42.157413,-4.223368,-0.381944,-0.189521,-5.753609,1.496690,7.111769,-0.003342,0.008469,0.156884,-0.103388,-0.183737,0.000984,0.032744,0.041792,0.029109,0.006433,0.147628,,0.059426,,,,
23,1,0,,0.897814,0.890571,-0.007244,0.016366,0.053758,-1.655406,0.010982,0.039301,-1.571861,0.100357,0.178988,-0.025470,0.128800,0.056431,0.322488,-0.249425,0.007550,0.025974,-0.170626,0.000694,-0.409657,0.296175,0.021319,-0.030121,-0.032577,0.243616,0.034419,0.405353,-0.215090,0.050562,-0.001275,-0.273956,0.002285,-0.536465,0.331009,-0.012847,-0.012250,0.007107,-0.114816,0.022012,-0.082865,-0.034335,-0.043011,0.027249,0.103331,-0.001591,0.126808,-0.034834,0.034166,-0.017870,51.743614,-14.970309,4.933725,9.517146,30.816427,32.072582,25.112831,-7.531574,-3.972620,11.345009,-5.398932,-10.475889,6.778212,0.007154,0.057192,0.145026,-0.104614,-0.142650,-0.052968,0.036875,0.032748,0.014017,-0.010946,0.123494,,0.043254,,,,
24,1,0,,0.897766,0.890574,-0.007192,0.016207,0.051964,-1.655659,0.010909,0.039488,-1.572006,0.120741,0.062396,-0.025389,0.128584,0.056413,0.321784,-0.249167,0.007537,0.025910,-0.170698,0.000756,-0.409429,0.296081,0.021369,-0.029921,-0.030084,0.242172,0.034042,0.404865,-0.214316,0.052427,-0.001251,-0.275191,-0.010504,-0.521514,0.313045,-0.026140,-0.012212,0.004695,-0.113588,0.022371,-0.083081,-0.034851,-0.044890,0.027160,0.104493,0.011260,0.112085,-0.016964,0.047509,-0.017708,23.520821,3.526304,4.292563,-6.291794,23.646162,29.085562,6.743473,-5.294786,0.001553,9.205838,-5.627112,-7.343875,7.052350,-0.009764,0.045456,0.127018,-0.104075,-0.118542,-0.062435,0.065928,0.009330,0.003000,-0.021241,0.103411,,0.040672,,,,
25,1,0,,0.897219,0.890579,-0.006640,0.016576,0.051626,-1.654361,0.010854,0.039699,-1.572254,0.151959,0.131581,-0.025333,0.128391,0.056315,0.321102,-0.248933,0.007543,0.025849,-0.170831,0.000750,-0.409237,0.295988,0.021430,-0.029661,-0.027409,0.244146,0.035418,0.407710,-0.214917,0.047192,-0.001782,-0.275350,-0.023207,-0.502488,0.289138,-0.042605,-0.012136,0.002076,-0.115754,0.020897,-0.086608,-0.034016,-0.039648,0.027631,0.104519,0.023957,0.093251,0.006850,0.064035,-0.017525,27.290964,25.713860,9.948816,-9.052805,7.643983,16.433243,-2.923840,8.871184,0.677420,9.240660,-9.040193,-10.713861,7.015027,-0.003107,0.049647,0.075368,-0.086047,-0.091458,-0.092868,0.095936,-0.029995,-0.005580,-0.031914,0.059962,,0.052622,,,,
26,1,0,,0.896242,0.890585,-0.005658,0.017731,0.050993,-1.652923,0.010858,0.039913,-1.572528,0.173465,0.129092,-0.025370,0.128480,0.056180,0.320987,-0.248987,0.007604,0.025820,-0.170953,0.000594,-0.409022,0.295885,0.021520,-0.029538,-0.024498,0.246478,0.036665,0.412263,-0.216664,0.036257,-0.003093,-0.274417,-0.038196,-0.484379,0.266442,-0.054002,-0.011997,-0.000872,-0.117998,0.019515,-0.091275,-0.032323,-0.028653,0.028914,0.103464,0.038790,0.075357,0.029443,0.075521,-0.017541,17.221720,2.386169,11.024549,-4.878936,6.376319,22.024406,-6.688097,7.017673,2.149994,3.970092,-5.119292,-3.185732,6.855829,-0.007380,0.064133,0.069925,-0.084832,-0.087352,-0.075359,0.072385,-0.035894,-0.011154,-0.047941,0.053147,,0.054608,,,,
27,1,0,,0.895458,0.890587,-0.004872,0.020014,0.049731,-1.651524,0.010886,0.040092,-1.572763,0.165002,0.186626,-0.025435,0.128630,0.056052,0.321052,-0.249124,0.007670,0.025845,-0.171033,0.000472,-0.408806,0.295788,0.021610,-0.029516,-0.022860,0.248059,0.037964,0.417324,-0.219028,0.030152,-0.004079,-0.273178,-0.043738,-0.476232,0.251984,-0.057390,-0.011941,-0.002575,-0.119429,0.018088,-0.096272,-0.030096,-0.022482,0.029923,0.102145,0.044210,0.067426,0.043804,0.078999,-0.017575,12.889277,20.476711,5.158862,-9.524405,-0.485026,14.421864,-15.706778,6.844559,-8.529485,15.625401,-24.545565,-24.492786,7.077219,-0.012398,0.061790,0.061706,-0.081411,-0.101185,-0.103641,0.093020,-0.052998,-0.015396,-0.051808,0.027226,,0.048490,,,,
28,1,0,,0.895589,0.890581,-0.005008,0.021187,0.050559,-1.647700,0.010964,0.040202,-1.572923,0.147766,0.204496,-0.025556,0.128903,0.055940,0.321473,-0.249425,0.007749,0.025974,-0.171029,0.000418,-0.408589,0.295700,0.021699,-0.029697,-0.022760,0.251786,0.045595,0.422588,-0.220812,0.035404,-0.004873,-0.270529,-0.039967,-0.470300,0.249527,-0.052073,-0.011870,-0.002796,-0.122883,0.010346,-0.101115,-0.028613,-0.027655,0.030847,0.099500,0.040386,0.061711,0.046173,0.073772,-0.017827,1.067628,15.520081,2.035067,13.744324,1.907476,4.199948,-9.443138,7.752278,-16.247726,40.124016,-19.238539,-28.879448,6.837560,-0.022258,0.111721,0.052214,-0.076158,-0.029433,-0.117137,0.096020,-0.049768,-0.013456,-0.064588,0.033744,,0.056159,,,,
29,1,0,,0.896006,0.890567,-0.005439,0.021707,0.051174,-1.646408,0.011089,0.040224,-1.573095,0.125591,0.031548,-0.025734,0.129139,0.055771,0.321965,-0.249743,0.007821,0.026209,-0.171054,0.000368,-0.408564,0.295686,0.021778,-0.029918,-0.023048,0.254667,0.052756,0.429182,-0.223329,0.038270,-0.006409,-0.265602,-0.038775,-0.460220,0.244923,-0.047966,-0.011689,-0.002686,-0.125528,0.003016,-0.107217,-0.026415,-0.030449,0.032618,0.094548,0.039143,0.051656,0.050764,0.069744,-0.018229,3.247394,14.093417,0.141895,3.937027,-3.581434,0.640186,0.087741,20.184185,-12.814119,9.437593,-34.063644,-29.317585,6.656053,-0.022126,0.100723,0.042820,-0.053636,-0.070254,-0.125608,0.093378,-0.065148,-0.010351,-0.060494,-0.010627,,0.058479,,,,
30,1,0,,0.896607,0.890548,-0.006059,0.021758,0.051063,-1.651045,0.011238,0.040204,-1.573273,0.105669,0.387222,-0.025940,0.129358,0.055574,0.322492,-0.250070,0.007890,0.026496,-0.171092,0.000318,-0.408635,0.295710,0.021852,-0.030158,-0.023171,0.255598,0.054136,0.437928,-0.233751,0.030038,-0.009220,-0.260384,-0.043637,-0.449867,0.239455,-0.045106,-0.011252,-0.002769,-0.126240,0.001437,-0.115436,-0.016319,-0.022148,0.035717,0.089292,0.043955,0.041232,0.056255,0.066958,-0.018906,27.961878,20.136402,0.987287,10.853253,-8.682579,-10.062272,-12.094213,17.664978,-22.222021,18.979866,-36.410336,-34.032700,5.951403,-0.004801,0.129204,-0.010418,-0.051683,-0.040894,-0.146156,0.098713,-0.101798,-0.025010,-0.085508,-0.023486,,0.055762,,,,
31,1,0,,0.897397,0.890526,-0.006871,0.020785,0.051322,-1.659889,0.011360,0.040172,-1.573502,0.089486,0.397051,-0.026129,0.129456,0.055323,0.322750,-0.250231,0.007948,0.026742,-0.171359,0.000220,-0.409095,0.295880,0.021901,-0.030252,-0.023141,0.256622,0.055158,0.448251,-0.246225,0.018118,-0.013493,-0.255449,-0.052757,-0.438275,0.232645,-0.043658,-0.011134,-0.002988,-0.127166,0.000165,-0.125501,-0.004005,-0.010170,0.040235,0.084090,0.052976,0.029180,0.063235,0.065560,-0.019118,17.355312,27.179445,2.904722,-1.144484,-4.604639,-5.736935,7.413639,27.318686,-11.124720,-0.093197,-43.628345,-34.148933,6.428095,-0.011583,0.119389,-0.012072,-0.036222,-0.061732,-0.144590,0.107986,-0.103375,-0.018812,-0.078744,-0.042403,,0.060985,,,,
32,1,0,,0.898080,0.890509,-0.007571,0.019440,0.052022,-1.665582,0.011468,0.040177,-1.573657,0.070569,0.209283,-0.026299,0.129538,0.055151,0.322879,-0.250310,0.008001,0.026950,-0.171641,0.000172,-0.409530,0.296042,0.021935,-0.030338,-0.023454,0.258909,0.057823,0.456950,-0.252543,0.011256,-0.017242,-0.251311,-0.058652,-0.427719,0.226677,-0.043744,-0.011098,-0.002846,-0.129372,-0.002672,-0.134071,0.002233,-0.003255,0.044192,0.079670,0.058823,0.018189,0.069366,0.065679,-0.019240,17.615646,26.885723,2.751983,-1.437620,-2.991742,-2.279378,16.936399,22.687609,-8.979828,2.709243,-34.459179,-33.073235,6.386112,-0.013283,0.124305,-0.002205,-0.040992,-0.048925,-0.152980,0.114297,-0.096841,-0.015263,-0.077538,-0.023757,,0.064789,,,,
33,1,0,,0.898703,0.890500,-0.008203,0.017890,0.054040,-1.670091,0.011549,0.040258,-1.573667,0.056451,0.309806,-0.026431,0.129586,0.055138,0.322748,-0.250228,0.008041,0.027082,-0.171953,0.000225,-0.409914,0.296190,0.021935,-0.030409,-0.023570,0.262216,0.058744,0.463296,-0.259801,0.000437,-0.020586,-0.248514,-0.063342,-0.417182,0.220731,-0.044140,-0.011044,-0.002861,-0.132630,-0.003606,-0.140548,0.009573,0.007604,0.047668,0.076561,0.063566,0.007268,0.075459,0.066075,-0.019366,32.274967,24.734451,1.890024,-2.100325,-6.362627,-9.196746,3.431662,16.032095,-13.851542,12.835538,-32.455326,-35.590660,6.394723,-0.003159,0.123137,-0.040578,-0.046562,-0.019013,-0.165731,0.115807,-0.116406,-0.026482,-0.091681,-0.031327,,0.062126,,,,
34,1,0,,0.899311,0.890497,-0.008814,0.016214,0.056970,-1.675937,0.011627,0.040375,-1.573406,0.038716,0.322497,-0.026580,0.129612,0.055386,0.322448,-0.250026,0.008062,0.027195,-0.172121,0.000490,-0.410047,0.296255,0.021891,-0.030566,-0.023645,0.264158,0.058807,0.464748,-0.264150,-0.007466,-0.024077,-0.247810,-0.069486,-0.408687,0.215583,-0.045924,-0.011032,-0.002935,-0.134547,-0.003421,-0.142300,0.014124,0.015528,0.051272,0.075689,0.069976,-0.001361,0.080671,0.067815,-0.019534,22.086540,12.566309,4.497413,-3.496487,-2.112063,-1.503094,19.364918,8.935634,-8.052594,1.726763,-23.990559,-34.726795,6.328597,-0.009919,0.109475,-0.019674,-0.057903,-0.038848,-0.150096,0.100515,-0.102965,-0.019142,-0.088431,-0.010712,,0.065515,,,,
35,1,0,,0.899607,0.890499,-0.009108,0.015114,0.058730,-1.678148,0.011704,0.040511,-1.573011,0.015252,0.081104,-0.026738,0.129626,0.055766,0.322063,-0.249763,0.008073,0.027300,-0.172216,0.000862,-0.410056,0.296278,0.021823,-0.030765,-0.024347,0.264666,0.058969,0.464849,-0.262343,-0.000289,-0.026019,-0.247708,-0.071757,-0.404710,0.213356,-0.047338,-0.011073,-0.002391,-0.135041,-0.003203,-0.142785,0.012580,0.008361,0.053319,0.075492,0.072619,-0.005346,0.082923,0.069162,-0.019692,25.620239,20.092373,-1.550972,4.120492,3.166130,11.015083,29.157942,17.584116,-5.864567,-4.411891,-22.468048,-30.772892,6.324203,-0.010051,0.123600,0.040806,-0.049296,-0.054758,-0.140638,0.107091,-0.080873,-0.010443,-0.082967,-0.006173,,0.056373,,,,
36,1,0,,0.899654,0.890498,-0.009156,0.014410,0.059859,-1.678526,0.011848,0.040581,-1.572325,0.010261,0.121568,-0.026920,0.129500,0.056386,0.321528,-0.249406,0.008058,0.027477,-0.172006,0.001493,-0.409761,0.296223,0.021707,-0.031117,-0.024823,0.264863,0.055254,0.465445,-0.259500,0.011584,-0.026763,-0.247729,-0.072167,-0.402760,0.212500,-0.046701,-0.011096,-0.002097,-0.135363,0.001131,-0.143917,0.010095,-0.003526,0.054240,0.075722,0.073660,-0.007000,0.083723,0.068408,-0.020020,17.056644,12.465417,-2.518991,-2.227220,1.011376,5.855564,12.091822,5.019909,-15.460938,3.846884,-25.802162,-33.165215,6.372141,-0.013954,0.112036,0.041443,-0.062133,-0.041475,-0.140150,0.097635,-0.083341,-0.020858,-0.100237,-0.014726,,0.047109,,,,
37,1,0,,0.899605,0.890496,-0.009109,0.014005,0.060935,-1.680008,0.012015,0.040627,-1.571625,0.024556,0.101080,-0.027091,0.129278,0.057006,0.320885,-0.249009,0.008038,0.027676,-0.171677,0.002146,-0.409321,0.296118,0.021581,-0.031474,-0.025740,0.264875,0.052516,0.465157,-0.254232,0.021597,-0.027037,-0.249011,-0.073715,-0.403112,0.212589,-0.045649,-0.011138,-0.001351,-0.135597,0.004490,-0.144272,0.005223,-0.013559,0.054713,0.077334,0.075861,-0.006209,0.083528,0.067230,-0.020335,18.014069,23.713987,-0.406617,-3.921751,3.150271,5.558498,29.987398,8.582171,-14.131738,-17.388241,-25.940647,-33.803425,6.432614,-0.017581,0.107559,0.049637,-0.062333,-0.085834,-0.135707,0.109868,-0.068064,-0.007821,-0.097394,-0.014781,,0.050140,,,,
38,1,0,,0.899464,0.890491,-0.008972,0.012670,0.061813,-1.679373,0.012229,0.040625,-1.570897,0.034160,0.146085,-0.027237,0.128864,0.057629,0.320025,-0.248535,0.008009,0.027917,-0.171108,0.002848,-0.408592,0.295912,0.021437,-0.031841,-0.026022,0.264950,0.052977,0.463844,-0.252518,0.022091,-0.027603,-0.250106,-0.073072,-0.403994,0.213343,-0.044510,-0.011184,-0.001215,-0.136087,0.004651,-0.143819,0.003984,-0.014082,0.055520,0.078999,0.075920,-0.004598,0.082569,0.065947,-0.020657,25.906166,23.649864,1.437148,-5.161574,-3.946930,-4.438855,-0.544697,-2.478197,-7.021681,7.573636,-19.709717,-32.158760,6.435662,-0.009754,0.101288,0.008532,-0.073641,-0.040429,-0.132422,0.109501,-0.091085,-0.030031,-0.084356,0.000157,,0.055865,,,,
39,1,0,,0.899418,0.890486,-0.008931,0.010164,0.063182,-1.678037,0.012444,0.040626,-1.570262,0.052851,0.165370,-0.027346,0.128294,0.058159,0.318965,-0.248009,0.007971,0.028124,-0.170440,0.003472,-0.407723,0.295671,0.021277,-0.032100,-0.025934,0.265076,0.053121,0.461526,-0.254273,0.016485,-0.028842,-0.250096,-0.071653,-0.402097,0.212951,-0.044033,-0.011180,-0.001412,-0.136782,0.005038,-0.142561,0.006264,-0.008515,0.056966,0.079656,0.075125,-0.005625,0.082720,0.065309,-0.020920,31.704584,17.782528,-3.709285,-0.909532,-4.352021,-4.363039,-3.835865,21.243986,-14.276380,2.427130,-31.579521,-34.521877,6.473134,-0.004778,0.104642,-0.002806,-0.046987,-0.042757,-0.148567,0.104361,-0.097133,-0.034776,-0.094656,-0.028627,,0.047184,,,,
40,1,0,,0.899511,0.890481,-0.009030,0.007152,0.064904,-1.679418,0.012659,0.040628,-1.569674,0.072672,0.225771,-0.027438,0.127645,0.058643,0.317804,-0.247459,0.007928,0.028314,-0.169723,0.004058,-0.406784,0.295412,0.021108,-0.032304,-0.025936,0.265096,0.053066,0.459155,-0.258268,0.007380,-0.030703,-0.250081,-0.073024,-0.398904,0.211540,-0.044522,-0.011173,-0.001503,-0.137451,0.005577,-0.141351,0.010809,0.000548,0.059016,0.080358,0.077082,-0.007880,0.083872,0.065630,-0.021131,29.434898,13.840552,2.149012,-2.977148,-4.672857,-6.538440,14.758375,13.113004,-16.167885,2.140594,-31.697218,-34.940502,6.427820,-0.007322,0.098295,-0.022234,-0.056164,-0.037668,-0.147500,0.099498,-0.105535,-0.026258,-0.101950,-0.026325,,0.056676,,,,
41,1,0,,0.899707,0.890480,-0.009228,0.003550,0.066791,-1.681868,0.012849,0.040639,-1.569310,0.089691,0.257830,-0.027554,0.127233,0.058946,0.317142,-0.247193,0.007873,0.028445,-0.169034,0.004401,-0.405805,0.295123,0.020919,-0.032314,-0.025617,0.265123,0.053023,0.455974,-0.259484,-0.001929,-0.032881,-0.248939,-0.075437,-0.392996,0.208712,-0.045283,-0.011194,-0.001937,-0.137889,0.005923,-0.138831,0.012292,0.009802,0.061326,0.079905,0.079838,-0.012809,0.086410,0.066202,-0.021120,39.815914,9.105942,-2.046800,-5.117754,-0.999684,-4.992713,1.500222,29.020664,-13.434872,1.615521,-37.689156,-34.729477,6.473579,0.000324,0.089039,-0.026765,-0.034008,-0.024693,-0.161406,0.094441,-0.091611,-0.037487,-0.099248,-0.050150,,0.049789,,,,
42,1,0,,0.899876,0.890481,-0.009395,0.000469,0.068100,-1.682846,0.013033,0.040670,-1.569062,0.112248,0.132037,-0.027672,0.126953,0.059153,0.316727,-0.247058,0.007821,0.028562,-0.168417,0.004615,-0.404888,0.294844,0.020731,-0.032218,-0.026760,0.265145,0.053835,0.452585,-0.258663,-0.001137,-0.033833,-0.246980,-0.076269,-0.386975,0.206090,-0.046877,-0.011181,-0.000912,-0.138192,0.005318,-0.135858,0.011605,0.008958,0.062395,0.078563,0.080884,-0.017913,0.088754,0.067608,-0.021037,17.291048,22.314039,3.674119,-2.445836,1.608465,4.969263,30.698633,24.371420,-8.152656,-8.133121,-26.827658,-35.587437,6.440819,-0.020819,0.090460,0.016594,-0.038464,-0.038201,-0.155195,0.109823,-0.083599,-0.013646,-0.091120,-0.027197,,0.060490,,,,
43,1,0,,0.899766,0.890486,-0.009280,-0.002398,0.068823,-1.681539,0.013203,0.040740,-1.569048,0.123900,0.196031,-0.027796,0.126937,0.059169,0.316805,-0.247185,0.007776,0.028652,-0.167945,0.004572,-0.404094,0.294585,0.020547,-0.031907,-0.028011,0.265159,0.055518,0.448302,-0.256158,0.004313,-0.033919,-0.246674,-0.074746,-0.385683,0.206025,-0.047579,-0.011173,0.000214,-0.138221,0.003651,-0.131497,0.008974,0.003463,0.062571,0.078729,0.079318,-0.018411,0.088561,0.068126,-0.020735,28.401152,13.623896,4.234167,-9.296533,1.652792,3.501466,23.520597,26.358215,-10.948360,-17.783514,-29.195772,-30.200064,6.400734,-0.011932,0.071696,0.020867,-0.037826,-0.064934,-0.130207,0.099612,-0.078118,-0.019624,-0.090972,-0.026824,,0.063561,,,,
44,1,0,,0.899500,0.890495,-0.009005,-0.005776,0.068345,-1.679237,0.013348,0.040839,-1.569244,0.140021,0.226384,-0.027869,0.127092,0.058999,0.317204,-0.247489,0.007746,0.028685,-0.167713,0.004304,-0.403635,0.294456,0.020382,-0.031416,-0.028106,0.265179,0.055912,0.444548,-0.254728,0.009599,-0.033924,-0.245437,-0.072140,-0.385121,0.206497,-0.046744,-0.011136,0.000237,-0.138086,0.003088,-0.127345,0.007240,-0.001853,0.062609,0.077725,0.076444,-0.018514,0.087959,0.067126,-0.020280,20.144810,22.960808,-0.382706,-2.872948,0.521854,3.257875,21.936378,41.172489,-16.444147,-13.802840,-33.774433,-32.920212,6.447559,-0.014822,0.082184,0.025107,-0.019719,-0.055479,-0.153733,0.109182,-0.082176,-0.019875,-0.097426,-0.042505,,0.055267,,,,
45,1,0,,0.899201,0.890506,-0.008695,-0.009093,0.066809,-1.678727,0.013480,0.040952,-1.569545,0.160723,0.196238,-0.027916,0.127333,0.058736,0.317763,-0.247881,0.007723,0.028690,-0.167600,0.003922,-0.403342,0.294392,0.020227,-0.030834,-0.028122,0.265307,0.052953,0.443343,-0.250678,0.017880,-0.033885,-0.244721,-0.071357,-0.387132,0.207942,-0.046665,-0.011148,0.000206,-0.137974,0.005783,-0.125580,0.002797,-0.010157,0.062575,0.077121,0.075280,-0.016210,0.086450,0.066891,-0.019686,24.645111,13.225924,-2.747801,5.177968,3.779225,5.899580,20.347834,0.347699,-9.885529,-8.680003,-18.784481,-32.329647,6.405085,-0.011950,0.099887,0.045288,-0.064269,-0.059365,-0.130756,0.099158,-0.064692,-0.020391,-0.087413,-0.001007,,0.044934,,,,
46,1,0,,0.898626,0.890514,-0.008111,-0.012220,0.064488,-1.678193,0.013546,0.041065,-1.570002,0.185785,0.213175,-0.027836,0.127502,0.058320,0.318270,-0.248294,0.007705,0.028606,-0.167763,0.003376,-0.403589,0.294600,0.020087,-0.030271,-0.029136,0.265371,0.052080,0.444753,-0.242057,0.034001,-0.033258,-0.245849,-0.070574,-0.394335,0.211978,-0.045440,-0.011179,0.001300,-0.137869,0.006239,-0.126484,-0.006237,-0.026296,0.061864,0.078086,0.073950,-0.009254,0.082622,0.065527,-0.019092,9.666729,18.008223,1.070127,4.251512,4.042388,12.753592,42.939270,-3.178735,-9.357796,-11.432320,-11.612933,-30.311007,6.429461,-0.025922,0.105988,0.089909,-0.071975,-0.082667,-0.118221,0.104329,-0.049493,-0.003720,-0.085776,0.025590,,0.053715,,,,
47,1,0,,0.897857,0.890520,-0.007337,-0.016055,0.061982,-1.676569,0.013620,0.041162,-1.570428,0.197355,0.275089,-0.027756,0.127604,0.057930,0.318700,-0.248678,0.007676,0.028523,-0.167955,0.002855,-0.403967,0.294896,0.019944,-0.029842,-0.029816,0.265270,0.052073,0.447668,-0.240857,0.045957,-0.032839,-0.247966,-0.068640,-0.404198,0.217521,-0.043725,-0.011230,0.002060,-0.137666,0.005857,-0.128967,-0.007822,-0.038281,0.061362,0.080011,0.071496,0.000231,0.077375,0.063669,-0.018612,23.382114,10.345412,-0.970963,-2.426797,14.394900,10.366889,36.159943,3.908949,-9.056170,-10.121405,-20.267443,-29.902689,6.480752,-0.016157,0.100953,0.080784,-0.067576,-0.093052,-0.114994,0.096592,-0.048570,-0.009071,-0.082603,0.014167,,0.050372,,,,
48,1,0,,0.897537,0.890519,-0.007018,-0.017803,0.059451,-1.676963,0.013712,0.041222,-1.570788,0.202688,0.178278,-0.027676,0.127573,0.057594,0.318977,-0.249007,0.007628,0.028441,-0.168205,0.002387,-0.404607,0.295365,0.019794,-0.029680,-0.032078,0.263398,0.051167,0.448944,-0.242801,0.043885,-0.030795,-0.253931,-0.067472,-0.423534,0.224382,-0.041140,-0.011181,0.004403,-0.135825,0.006427,-0.129967,-0.006206,-0.036257,0.059236,0.085726,0.069859,0.018927,0.070983,0.060934,-0.018499,-13.297853,-19.996441,7.716143,-14.001429,34.462471,28.551214,43.780159,-10.685239,1.589536,-43.815460,-1.436404,2.215572,6.460095,-0.047848,0.076926,0.115816,-0.098589,-0.203407,-0.031749,0.058002,0.016663,0.004961,-0.064101,0.062228,,0.062796,,,,
49,1,0,,0.897726,0.890510,-0.007216,-0.018331,0.055386,-1.678051,0.013811,0.041224,-1.570948,0.179389,0.234100,-0.027625,0.127513,0.057444,0.319288,-0.249339,0.007544,0.028354,-0.168387,0.002097,-0.405316,0.295919,0.019630,-0.029843,-0.035371,0.258726,0.050053,0.447776,-0.242113,0.043956,-0.028116,-0.261671,-0.062469,-0.452502,0.238059,-0.037011,-0.011204,0.007745,-0.131213,0.007391,-0.128488,-0.007226,-0.036412,0.056471,0.093283,0.064566,0.047187,0.057859,0.056642,-0.018639,17.311705,-20.499407,9.223981,-4.978189,39.355984,35.757896,34.249477,-12.590670,2.798182,-17.550713,8.819956,2.851717,6.457094,-0.031581,0.086436,0.155219,-0.108770,-0.201251,-0.024393,0.048553,0.041424,-0.000120,-0.053436,0.110164,,0.063205,,,,
